din,brand_name,company_name,active_ingredients,last_update
02162431,PEDIAPHARM NAPROXEN SUSPENSION,MEDEXUS PHARMACEUTICALS INC.,NAPROXEN 25 MG,17-NOV-2025
02171775,MICONAZOLE 3 DAY OVULE TREATMENT 400MG,VITA HEALTH PRODUCTS INC,MICONAZOLE NITRATE 400 MG,22-MAR-2025
02099705,METHOTREXATE SODIUM INJECTION,TEVA CANADA LIMITED,METHOTREXATE (METHOTREXATE SODIUM) 25 MG,22-MAR-2025
02198630,CALMYLIN ACE,TEVA CANADA LIMITED,CODEINE PHOSPHATE 10 MG / PHENIRAMINE MALEATE 7.5 MG / GUAIFENESIN 100 MG,22-MAR-2025
02171791,TEVA-ATENOLOL,TEVA CANADA LIMITED,ATENOLOL 50 MG,22-MAR-2025
02171805,TEVA-ATENOLOL,TEVA CANADA LIMITED,ATENOLOL 100 MG,22-MAR-2025
02139499,"MAGNESIUM SULFATE INJECTION, USP",FRESENIUS KABI CANADA LTD,MAGNESIUM SULFATE 500 MG,09-JUN-2025
02139375,"VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE) 500 MG,27-AUG-2025
02139383,"VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE) 1 G,27-AUG-2025
02179679,TEVA-TIAPROFENIC ACID,TEVA CANADA LIMITED,TIAPROFENIC ACID 200 MG,22-MAR-2025
02179687,TEVA-TIAPROFENIC ACID,TEVA CANADA LIMITED,TIAPROFENIC ACID 300 MG,22-MAR-2025
02194333,TEGRETOL SUSPENSION,NOVARTIS PHARMACEUTICALS CANADA INC,CARBAMAZEPINE 100 MG,15-MAY-2025
02143305,VINCRISTINE SULFATE INJECTION,TEVA CANADA LIMITED,VINCRISTINE SULFATE 1 MG,22-MAR-2025
02210320,OLESTYR,PHARMASCIENCE INC,CHOLESTYRAMINE RESIN 4 G,22-MAR-2025
02208245,PMS-SALBUTAMOL,PHARMASCIENCE INC,SALBUTAMOL (SALBUTAMOL SULFATE) 0.5 MG,22-MAR-2025
02208237,PMS-SALBUTAMOL,PHARMASCIENCE INC,SALBUTAMOL (SALBUTAMOL SULFATE) 2 MG,22-MAR-2025
02208229,PMS-SALBUTAMOL,PHARMASCIENCE INC,SALBUTAMOL (SALBUTAMOL SULFATE) 1 MG,22-MAR-2025
02153513,ONCOTICE,MERCK CANADA INC,BACILLUS CALMETTE-GUERIN (BCG) STRAIN TICE 800000000 UNIT,04-MAR-2026
02213834,NASACORT AQ,SANOFI CONSUMER HEALTH INC,TRIAMCINOLONE ACETONIDE 55 MCG,31-DEC-2025
02214733,STERILE WATER FOR INJECTION USP,BAXTER HEALTHCARE CORPORATION,WATER 100 %,22-MAR-2025
02212048,PMS-CYCLOBENZAPRINE - TAB 10MG,PHARMASCIENCE INC,CYCLOBENZAPRINE HYDROCHLORIDE 10 MG,16-DEC-2025
02216132,PMS-LITHIUM CARBONATE - CAP 150MG,PHARMASCIENCE INC,LITHIUM CARBONATE 150 MG,22-MAR-2025
02216590,TEVA-FLUOXETINE,TEVA CANADA LIMITED,FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 20 MG,22-MAR-2025
02216582,TEVA-FLUOXETINE,TEVA CANADA LIMITED,FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 10 MG,22-MAR-2025
02091135,MICRO +4 REGULAR STRENGTH,SANDOZ CANADA INCORPORATED,ZINC (ZINC SULFATE) 1 MG / MANGANESE (MANGANESE SULFATE) .1 MG / COPPER (CUPRIC SULFATE) .4 MG / CHROMIUM (CHROMIC CHLORIDE) 4 MCG,04-DEC-2025
02164353,TRAZODONE-50,PRO DOC LIMITEE,TRAZODONE HYDROCHLORIDE 50 MG,22-MAR-2025
02164361,TRAZODONE-100,PRO DOC LIMITEE,TRAZODONE HYDROCHLORIDE 100 MG,22-MAR-2025
02164388,TRAZODONE-150 D,PRO DOC LIMITEE,TRAZODONE HYDROCHLORIDE 150 MG,22-MAR-2025
02216361,APO-FLUOXETINE,APOTEX INC,FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 20 MG,22-MAR-2025
02216353,APO-FLUOXETINE,APOTEX INC,FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 10 MG,22-MAR-2025
02210428,APO-SOTALOL,APOTEX INC,SOTALOL HYDROCHLORIDE 80 MG,22-MAR-2025
02216248,DESIPRAMINE,AA PHARMA INC,DESIPRAMINE HYDROCHLORIDE 10 MG,22-MAR-2025
02216256,DESIPRAMINE,AA PHARMA INC,DESIPRAMINE HYDROCHLORIDE 25 MG,22-MAR-2025
02210347,MYLAN-VERAPAMIL SR,MYLAN PHARMACEUTICALS ULC,VERAPAMIL HYDROCHLORIDE 120 MG,22-MAR-2025
02216280,DESIPRAMINE,AA PHARMA INC,DESIPRAMINE HYDROCHLORIDE 100 MG,22-MAR-2025
02216272,DESIPRAMINE,AA PHARMA INC,DESIPRAMINE HYDROCHLORIDE 75 MG,22-MAR-2025
02216264,DESIPRAMINE,AA PHARMA INC,DESIPRAMINE HYDROCHLORIDE 50 MG,22-MAR-2025
02195925,MEGESTROL,AA PHARMA INC,MEGESTROL ACETATE 160 MG,22-MAR-2025
02195917,MEGESTROL,AA PHARMA INC,MEGESTROL ACETATE 40 MG,22-MAR-2025
02217244,ACID CONCENTRATE D12236,VANTIVE ULC,DEXTROSE 67.5 G / SODIUM CHLORIDE 263 G / CALCIUM CHLORIDE 6.24 G / ACETIC ACID 10.8 G / POTASSIUM CHLORIDE 6.7 G / MAGNESIUM CHLORIDE 3.21 G,22-MAR-2025
02217643,ACID CONCENTRATE D12290,VANTIVE ULC,SODIUM CHLORIDE 263 G / ACETIC ACID 10.8 G / POTASSIUM CHLORIDE 10 G / CALCIUM CHLORIDE 7.48 G / MAGNESIUM CHLORIDE 1.61 G / DEXTROSE 90 G,22-MAR-2025
02217554,ACID CONCENTRATE D12293,VANTIVE ULC,ACETIC ACID 10.8 G / POTASSIUM CHLORIDE 10 G / CALCIUM CHLORIDE 6.24 G / MAGNESIUM CHLORIDE 2.14 G / DEXTROSE 45 G / SODIUM CHLORIDE 263 G,22-MAR-2025
02217635,ACID CONCENTRATE D12302,VANTIVE ULC,CALCIUM CHLORIDE 4.99 G / SODIUM CHLORIDE 263 G / ACETIC ACID 10.8 G / DEXTROSE 45 G / MAGNESIUM CHLORIDE 2.14 G / POTASSIUM CHLORIDE 3.35 G,22-MAR-2025
02147440,ACTIVASE RT-PA,HOFFMANN-LA ROCHE LIMITED,ALTEPLASE 100 MG / WATER 100 ML,22-MAR-2025
02148749,DIFFERIN,GALDERMA CANADA INC.,ADAPALENE 0.1 %,22-MAR-2025
02217597,ACID CONCENTRATE D12300,VANTIVE ULC,MAGNESIUM CHLORIDE 2.14 G / SODIUM CHLORIDE 263 G / CALCIUM CHLORIDE 6.24 G / DEXTROSE 45 G / POTASSIUM CHLORIDE 3.35 G / ACETIC ACID 10.8 G,22-MAR-2025
02219301,MAGNESIUM-45 0.5-4.5,VANTIVE ULC,MAGNESIUM CHLORIDE 20.5 G,22-MAR-2025
02218879,ACID CONCENTRATE D12275,VANTIVE ULC,DEXTROSE 45 G / MAGNESIUM CHLORIDE 1.61 G / ACETIC ACID 10.8 G / POTASSIUM CHLORIDE 3.35 G / SODIUM CHLORIDE 263 G / CALCIUM CHLORIDE 6.24 G,22-MAR-2025
02217260,ACID CONCENTRATE D12299,VANTIVE ULC,ACETIC ACID 10.8 G / MAGNESIUM CHLORIDE 3.21 G / DEXTROSE 67.5 G / POTASSIUM CHLORIDE 5.02 G / CALCIUM CHLORIDE 6.24 G / SODIUM CHLORIDE 263 G,22-MAR-2025
02217252,ACID CONCENTRATE D12286,VANTIVE ULC,ACETIC ACID 10.8 G / CALCIUM CHLORIDE 6.24 G / POTASSIUM CHLORIDE 6.7 G / SODIUM CHLORIDE 263 G / DEXTROSE 45 G / MAGNESIUM CHLORIDE 1.61 G,22-MAR-2025
02217600,ACID CONCENTRATE D12305,VANTIVE ULC,SODIUM CHLORIDE 263 G / CALCIUM CHLORIDE 4.99 G / POTASSIUM CHLORIDE 6.7 G / MAGNESIUM CHLORIDE 2.14 G / DEXTROSE 67.5 G / ACETIC ACID 10.8 G,22-MAR-2025
02217619,ACID CONCENTRATE D12294,VANTIVE ULC,ACETIC ACID 10.8 G / DEXTROSE 45 G / POTASSIUM CHLORIDE 6.7 G / SODIUM CHLORIDE 263 G / MAGNESIUM CHLORIDE 2.14 G / CALCIUM CHLORIDE 6.24 G,22-MAR-2025
02217279,ACID CONCENTRATE D12291,VANTIVE ULC,DEXTROSE 90 G / POTASSIUM CHLORIDE 6.7 G / SODIUM CHLORIDE 263 G / MAGNESIUM CHLORIDE 1.61 G / ACETIC ACID 10.8 G / CALCIUM CHLORIDE 6.24 G,22-MAR-2025
02181908,POLYDERM OINTMENT USP,TARO PHARMACEUTICALS INC,BACITRACIN ZINC 500 UNIT / POLYMYXIN B SULFATE 10000 UNIT,22-MAR-2025
02188856,FORANE,BAXTER CORPORATION,ISOFLURANE 100 %,22-MAR-2025
02187086,BREVICON 0.5/35 TABLETS (21-DAY PACK),PFIZER CANADA ULC,NORETHINDRONE 0.5 MG / ETHINYL ESTRADIOL 0.035 MG,04-SEP-2025
02125366,HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 12MG,PURDUE PHARMA,HYDROMORPHONE HYDROCHLORIDE 12 MG,22-MAR-2025
02125382,HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 24MG,PURDUE PHARMA,HYDROMORPHONE HYDROCHLORIDE 24 MG,22-MAR-2025
02195933,APO-LEVOCARB,APOTEX INC,CARBIDOPA 10 MG / LEVODOPA 100 MG,22-MAR-2025
02195968,APO-LEVOCARB,APOTEX INC,CARBIDOPA 25 MG / LEVODOPA 250 MG,22-MAR-2025
02209055,ORO-CLENSE,GERMIPHENE CORPORATION,CHLORHEXIDINE GLUCONATE 0.12 %,22-MAR-2025
02219492,VALTREX,GLAXOSMITHKLINE INC,VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE) 500 MG,17-MAR-2026
02195941,APO-LEVOCARB,APOTEX INC,CARBIDOPA 25 MG / LEVODOPA 100 MG,22-MAR-2025
02187078,HAVRIX 1440,GLAXOSMITHKLINE INC,"HEPATITIS A VIRUS, INACTIVATED 1440 UNIT",24-JUL-2025
02130955,TYPHIM VI,SANOFI VACCINES CANADA LTD.,SALMONELLA TYPHI TY2 VI CAPSULAR POLYSACCHARIDE 25 MCG,22-MAR-2025
02142384,CLINIMIX E,BAXTER CORPORATION,GLYCINE 515 MG / L-ISOLEUCINE 300 MG / MAGNESIUM CHLORIDE 24 MG / DEXTROSE 10 G / L-LEUCINE 365 MG / L-TYROSINE 20 MG / HISTIDINE 240 MG / L-VALINE 290 MG / SERINE 250 MG / SODIUM CHLORIDE 58.5 MG / L-PROLINE 340 MG / METHIONINE 200 MG / L-ALANINE 1.04 G / POTASSIUM PHOSPHATE DIBASIC 261 MG / SODIUM ACETATE 205 MG / L-THREONINE 210 MG / TRYPTOPHAN 90 MG / L-ARGININE 575 MG / L-PHENYLALANINE 280 MG / LYSINE (L-LYSINE HYDROCHLORIDE) 290 MG,22-MAR-2025
02162121,BENZAGEL 5 WASH,COLUMBIA LABORATORIES CANADA INC,BENZOYL PEROXIDE 5 %,22-MAR-2025
02152584,PRO-BACLOFEN,PRO DOC LIMITEE,BACLOFEN 10 MG,04-FEB-2026
02152592,PRO-BACLOFEN,PRO DOC LIMITEE,BACLOFEN 20 MG,23-APR-2025
02186926,LANSOYL SUGAR FREE - JELLY - 78%,AURIUM PHARMA INC.,MINERAL OIL 78 %,22-MAR-2025
02169126,TEVA-COTRIDIN,TEVA CANADA LIMITED,PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG / TRIPROLIDINE HYDROCHLORIDE 2 MG / CODEINE PHOSPHATE 10 MG,22-MAR-2025
02219719,OXYGEN USP - GAS 100%,LAKERIDGE HEALTH CORPORATION COMMUNITY RESPIRATORY SERVICES,OXYGEN 100 %,22-MAR-2025
02215756,CAVERJECT STERILE POWDER,PFIZER CANADA ULC,ALPROSTADIL 20 MCG,22-MAR-2025
02215721,BACTERIOSTATIC WATER FOR INJECTION USP-PRE-FILLED SYRINGE,PFIZER CANADA ULC,WATER 99.1 %,22-MAR-2025
01931598,0.15% POTASSIUM CHLORIDE IN 5% DEXTROSE AND 0.20% SODIUM CHLORIDE INJECTION USP,B. BRAUN MEDICAL INC,POTASSIUM CHLORIDE 150 MG / SODIUM CHLORIDE 200 MG / DEXTROSE 5 G,26-MAY-2025
01931679,ISOLYTE S PH 7.4 (MULTI-ELECTROLYTE INJECTION),B. BRAUN MEDICAL INC,MAGNESIUM CHLORIDE 30 MG / POTASSIUM CHLORIDE 37 MG / POTASSIUM PHOSPHATE MONOBASIC 820 MCG / SODIUM PHOSPHATE DIBASIC 12 MG / SODIUM GLUCONATE 500 MG / SODIUM ACETATE 370 MG / SODIUM CHLORIDE 530 MG,22-MAR-2025
01936441,BAXEDIN PRE-OP,OMEGA LABORATORIES LIMITED,CHLORHEXIDINE GLUCONATE 0.5 %,22-MAR-2025
01938088,JAMP ACETAMINOPHEN 325,JAMP PHARMA CORPORATION,ACETAMINOPHEN 325 MG,22-MAR-2025
01939122,JAMP ACETAMINOPHEN 500,JAMP PHARMA CORPORATION,ACETAMINOPHEN 500 MG,22-MAR-2025
00789674,ACTIVATED CHARCOAL 260MG,EXZELL PHARMA INC,CHARCOAL ACTIVATED 260 MG,22-MAR-2025
01964070,PMS-DEXAMETHASONE,PHARMASCIENCE INC,DEXAMETHASONE 4 MG,22-MAR-2025
01964976,PMS-DEXAMETHASONE,PHARMASCIENCE INC,DEXAMETHASONE 0.5 MG,22-MAR-2025
01971409,TRIANAL TABLET,LABORATOIRE RIVA INC.,ACETYLSALICYLIC ACID 330 MG / BUTALBITAL 50 MG / CAFFEINE 40 MG,22-MAR-2025
02028867,CETACAINE LIQUID,CETYLITE INDUSTRIES INC.,BENZOCAINE 14 % / TETRACAINE HYDROCHLORIDE 2 % / BUTAMBEN 2 %,22-MAR-2025
02039982,CHILDREN'S TYLENOL COLD,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,CHLORPHENIRAMINE MALEATE 1 MG / ACETAMINOPHEN 160 MG / PSEUDOEPHEDRINE HYDROCHLORIDE 15 MG,22-MAR-2025
02039990,CHILDREN'S TYLENOL COLD AND COUGH,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,ACETAMINOPHEN 160 MG / PSEUDOEPHEDRINE HYDROCHLORIDE 15 MG / DEXTROMETHORPHAN HYDROBROMIDE 7.5 MG / CHLORPHENIRAMINE MALEATE 1 MG,22-MAR-2025
02049260,REFRESH PLUS,ABBVIE CORPORATION,CARBOXYMETHYLCELLULOSE SODIUM 0.5 %,24-APR-2025
02052881,OXYGEN USP,"GASPRO, DIVISION OF PRORESP INC.",OXYGEN 99.5 %,22-MAR-2025
02060841,BARRIERE CREAM 20%,WELLSPRING PHARMACEUTICAL CANADA CORP,SILICONE 20 %,22-MAR-2025
02072955,SOLUPREP LD SPONGE,SOLVENTUM CANADA LIMITED,CHLORHEXIDINE GLUCONATE 0.05 %,16-JAN-2026
02086018,COLACE SYRUP,PHARMASCIENCE INC,DOCUSATE SODIUM 20 MG,22-MAR-2025
02089602,PROPADERM,"BAUSCH HEALTH, CANADA INC.",BECLOMETHASONE DIPROPIONATE 0.025 %,29-DEC-2025
02090163,COLACE,PHARMASCIENCE INC,DOCUSATE SODIUM 10 MG,22-MAR-2025
02100207,DEQUADIN,PHARMASCIENCE INC,DEQUALINIUM CHLORIDE 0.25 MG,22-MAR-2025
02106256,COLACE CAPSULES,PHARMASCIENCE INC,DOCUSATE SODIUM 100 MG,22-MAR-2025
02106272,TRANDATE,KNIGHT THERAPEUTICS INC.,LABETALOL HYDROCHLORIDE 100 MG,31-DEC-2025
02106280,TRANDATE,KNIGHT THERAPEUTICS INC.,LABETALOL HYDROCHLORIDE 200 MG,31-DEC-2025
02119803,SOLUPREP QD SWAB,SOLVENTUM CANADA LIMITED,ISOPROPYL ALCOHOL 70 % / CHLORHEXIDINE GLUCONATE 0.5 %,18-DEC-2025
02121999,BRONCHOPHAN EXPECTORANT (SANS SUCROSE),LABORATOIRE ATLAS INC,GUAIFENESIN 100 MG,22-MAR-2025
02133326,MIOCHOL-E,BAUSCH & LOMB INC,ACETYLCHOLINE CHLORIDE 20 MG,01-AUG-2025
02137186,SODIUM THIOSULFATE INJECTION USP,PFIZER CANADA ULC,SODIUM THIOSULFATE 250 MG,22-MAR-2025
02139480,"FOLIC ACID INJECTION, USP",FRESENIUS KABI CANADA LTD,FOLIC ACID (SODIUM FOLATE) 5 MG,22-MAR-2025
02139502,"VASOPRESSIN INJECTION, USP",FRESENIUS KABI CANADA LTD,VASOPRESSIN 20 UNIT,22-MAR-2025
02139529,"SODIUM ACETATE INJECTION, USP",FRESENIUS KABI CANADA LTD,SODIUM ACETATE 328 MG,22-MAR-2025
02139561,"OXYTOCIN INJECTION, USP",FRESENIUS KABI CANADA LTD,OXYTOCIN 10 UNIT,22-MAR-2025
02141574,ERYTHROMYCIN,PHARMA STULLN INC.,ERYTHROMYCIN 5 MG,22-MAR-2025
02141728,ALLERGY FORMULA CAPLETS,PERRIGO INTERNATIONAL,DIPHENHYDRAMINE HYDROCHLORIDE 25 MG,22-MAR-2025
02142546,STERILE WATER FOR INJECTION USP,PFIZER CANADA ULC,WATER 100 %,22-MAR-2025
02143879,LIDODAN JELLY 2%,ODAN LABORATORIES LTD,LIDOCAINE HYDROCHLORIDE 20 MG,22-MAR-2025
02143933,ACETAMINOPHEN WITH CODEINE - CAPLET,TEVA CANADA LIMITED,CODEINE PHOSPHATE 8 MG / ACETAMINOPHEN 300 MG / CAFFEINE 15 MG,07-JAN-2026
02047349,HOT LEMON RELIEF FOR SYMPTOMS OF COLD AND FLU REGULAR STRENGTH,CELLCHEM PHARMACEUTICALS INC.,PHENYLEPHRINE HYDROCHLORIDE 10 MG / PHENIRAMINE MALEATE 20 MG / ASCORBIC ACID 50 MG / ACETAMINOPHEN 325 MG,22-MAR-2025
02226022,MYOFLEX EXTRA STRENGTH,EXZELL PHARMA INC,TROLAMINE SALICYLATE 15 %,22-MAR-2025
02154234,"ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATE TABLETS",LABORATOIRE RIVA INC.,CODEINE PHOSPHATE 8 MG / CAFFEINE 15 MG / ACETAMINOPHEN 300 MG,22-MAR-2025
02159546,EXTRA STRENGTH ALLERGY SINUS MEDICATION,VITA HEALTH PRODUCTS INC,CHLORPHENIRAMINE MALEATE 2 MG / PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG / ACETAMINOPHEN 500 MG,22-MAR-2025
02162113,BENZAGEL 5 GEL,COLUMBIA LABORATORIES CANADA INC,BENZOYL PEROXIDE 5 %,22-MAR-2025
02169991,LOXAPAC IM,SANDOZ CANADA INCORPORATED,LOXAPINE (LOXAPINE HYDROCHLORIDE) 50 MG,22-MAR-2025
02170140,VIRAZOLE,"BAUSCH HEALTH, CANADA INC.",RIBAVIRIN 6 G,22-MAR-2025
02172917,CALMYLIN PSE WITH CODEINE,TEVA CANADA LIMITED,CODEINE PHOSPHATE 3.3 MG / GUAIFENESIN 100 MG / PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG,22-MAR-2025
02178125,ACID CONCENTRATE D12272,VANTIVE ULC,SODIUM CHLORIDE 263 G / POTASSIUM CHLORIDE 6.7 G / DEXTROSE 45 G / MAGNESIUM CHLORIDE 2.14 G / ACETIC ACID 10.8 G / CALCIUM CHLORIDE 7.49 G,22-MAR-2025
02178168,ACID CONCENTRATE D12316,VANTIVE ULC,DEXTROSE 90 G / SODIUM CHLORIDE 263 G / MAGNESIUM CHLORIDE 1.61 G / POTASSIUM CHLORIDE 3.35 G / CALCIUM CHLORIDE 6.24 G / ACETIC ACID 10.8 G,22-MAR-2025
02181746,SODIUM ACETATE INJECTION USP,OMEGA LABORATORIES LIMITED,SODIUM ACETATE 328 MG,22-MAR-2025
02193221,THIAMIJECT INJECTION - LIQ IM IV 100MG/ML,OMEGA LABORATORIES LIMITED,THIAMINE HYDROCHLORIDE 100 MG,22-MAR-2025
02194031,ARISTOCORT R,"BAUSCH HEALTH, CANADA INC.",TRIAMCINOLONE ACETONIDE 0.1 %,06-MAR-2026
02194058,ARISTOCORT R,"BAUSCH HEALTH, CANADA INC.",TRIAMCINOLONE ACETONIDE 0.1 %,06-MAR-2026
02194066,ARISTOCORT C,"BAUSCH HEALTH, CANADA INC.",TRIAMCINOLONE ACETONIDE 0.5 %,06-MAR-2026
02194163,TEVA-NYSTATIN,TEVA CANADA LIMITED,NYSTATIN 100000 UNIT,05-SEP-2025
02194201,TEVA-NYSTATIN,TEVA CANADA LIMITED,NYSTATIN 100000 UNIT,05-SEP-2025
02200104,CREON MINIMICROSPHERES 10,BGP PHARMA ULC,AMYLASE 11200 UNIT / PROTEASE 730 UNIT / LIPASE 10000 UNIT,25-APR-2025
02202352,RIVASA 80MG CROQUABLE - TAB,LABORATOIRE RIVA INC.,ACETYLSALICYLIC ACID 80 MG,22-MAR-2025
02202360,RIVASA FC,LABORATOIRE RIVA INC.,ACETYLSALICYLIC ACID 80 MG,22-MAR-2025
02203375,STERILE LIGHT MINERAL OIL 100%,OMEGA LABORATORIES LIMITED,MINERAL OIL LIGHT 100 %,22-MAR-2025
02204266,DEXAMETHASONE-OMEGA,OMEGA LABORATORIES LIMITED,DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE) 4 MG,22-MAR-2025
02204274,DEXAMETHASONE-OMEGA,OMEGA LABORATORIES LIMITED,DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE) 10 MG,22-MAR-2025
02208903,OTRIVIN MEDICATED COLD & ALLERGY RELIEF WITH MOISTURIZERS,HALEON CANADA ULC,XYLOMETAZOLINE HYDROCHLORIDE 0.1 %,22-MAR-2025
02209594,PREPARATION H-PE GEL,HALEON CANADA ULC,HAMAMELIS VIRGINIANA 50 % / PHENYLEPHRINE HYDROCHLORIDE 0.25 %,22-MAR-2025
02209713,HEPARIN SODIUM 20000UNITS IN 5% DEXTROSE INJ,B. BRAUN MEDICAL INC,HEPARIN SODIUM 4000 UNIT / DEXTROSE 5 G,22-MAR-2025
02209721,HEPARIN SODIUM 25000UNITS IN 5% DEXTROSE INJ,B. BRAUN MEDICAL INC,DEXTROSE 5 G / HEPARIN SODIUM 10000 UNIT,22-MAR-2025
02210835,ACID CONCENTRATE 2182,VANTIVE ULC,SODIUM CHLORIDE 262.98 G / CALCIUM CHLORIDE 6.24 G / DEXTROSE 89.99 G / POTASSIUM CHLORIDE 10.06 G / ACETIC ACID 10.81 G / MAGNESIUM CHLORIDE 1.61 G,22-MAR-2025
02213192,ELTROXIN,ASPEN PHARMACARE CANADA INC.,LEVOTHYROXINE SODIUM 50 MCG,03-SEP-2025
02213206,ELTROXIN,ASPEN PHARMACARE CANADA INC.,LEVOTHYROXINE SODIUM 100 MCG,03-SEP-2025
02213214,ELTROXIN,ASPEN PHARMACARE CANADA INC.,LEVOTHYROXINE SODIUM 150 MCG,03-SEP-2025
02213222,ELTROXIN,ASPEN PHARMACARE CANADA INC.,LEVOTHYROXINE SODIUM 200 MCG,03-SEP-2025
02213265,DERMOVATE CREAM,"TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",CLOBETASOL PROPIONATE 0.05 %,22-MAR-2025
02213273,DERMOVATE OINTMENT,"TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",CLOBETASOL PROPIONATE .05 %,22-MAR-2025
02213281,DERMOVATE SCALP APPLICATION,"TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",CLOBETASOL PROPIONATE .05 %,22-MAR-2025
02214415,SPECTRO ECZEMACARE MEDICATED CREAM,HALEON CANADA ULC,CLOBETASONE BUTYRATE 0.05 %,21-JAN-2026
02215241,EXTRA STRENGTH SINUTAB SINUS NIGHTTIME,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG / DIPHENHYDRAMINE HYDROCHLORIDE 25 MG / ACETAMINOPHEN 500 MG,22-MAR-2025
02215268,BENYLIN FOR CHILDREN DRY COUGH,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,DEXTROMETHORPHAN HYDROBROMIDE 7.5 MG,22-MAR-2025
02215403,NEOCITRAN EXTRA STRENGTH COLD & SINUS NIGHT,HALEON CANADA ULC,PHENYLEPHRINE HYDROCHLORIDE 10 MG / PHENIRAMINE MALEATE 20 MG / ACETAMINOPHEN 650 MG,22-MAR-2025
02217147,NEOCITRAN ULTRA STRENGTH TOTAL FLU NIGHT,HALEON CANADA ULC,PSEUDOEPHEDRINE HYDROCHLORIDE 60 MG / DEXTROMETHORPHAN HYDROBROMIDE 30 MG / CHLORPHENIRAMINE MALEATE 4 MG / ACETAMINOPHEN 1000 MG,22-MAR-2025
02218186,"BENYLIN EXTRA STRENGTH ALL-IN-ONE COLD, FLU & COUGH",MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,GUAIFENESIN 100 MG / PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG / DEXTROMETHORPHAN HYDROBROMIDE 15 MG / ACETAMINOPHEN 500 MG,22-MAR-2025
02219190,CARTER'S LITTLE PILLS,CHURCH & DWIGHT CANADA CORP,BISACODYL 5 MG,22-MAR-2025
02218607,XYLONOR,SEPTODONT,CETRIMIDE 150 MG / LIDOCAINE 15 G,22-MAR-2025
02219336,DIPHENIST,OMEGA LABORATORIES LIMITED,DIPHENHYDRAMINE HYDROCHLORIDE 50 MG,22-MAR-2025
02219905,NIX DERMAL CREAM,HALEON CANADA ULC,PERMETHRIN 5 %,22-MAR-2025
02220261,"PENICILLIN G SODIUM FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,PENICILLIN G (PENICILLIN G SODIUM) 1000000 UNIT,22-MAR-2025
02220288,"PENICILLIN G SODIUM FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,PENICILLIN G (PENICILLIN G SODIUM) 5000000 UNIT,22-MAR-2025
02220296,"PENICILLIN G SODIUM FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,PENICILLIN G (PENICILLIN G SODIUM) 10000000 UNIT,22-MAR-2025
02223945,"ALLERGENIC EXTRACT STANDARDIZED MITE DP (30,000 AU/ML)",JUBILANT HOLLISTERSTIER LLC,DERMATOPHAGOIDES PTERONYSSINUS 30000 UNIT,11-JUL-2025
02223961,"ALLERGENIC EXTRACT STANDARDIZED MITE DF (30,000 AU/ML)",JUBILANT HOLLISTERSTIER LLC,DERMATOPHAGOIDES FARINAE 30000 UNIT,11-JUL-2025
02223996,"ALLERGENIC EXTRACT MIXTURE OF STANDARDIZED MITES (5,000 AU/ML)",JUBILANT HOLLISTERSTIER LLC,DERMATOPHAGOIDES PTERONYSSINUS 5000 UNIT / DERMATOPHAGOIDES FARINAE 5000 UNIT,31-DEC-2025
02224623,SOFRACORT,CHEPLAPHARM ARZNEIMITTEL GMBH,FRAMYCETIN SULFATE 5 MG / DEXAMETHASONE (DEXAMETHASONE SODIUM METASULPHOBENZOATE) 0.5 MG / GRAMICIDIN 0.05 MG,02-JUL-2025
