din,therapeutic_category,brand_name,generic_name,strength,dosage_form,eds_status
02542269,IRON PREPARATIONS,Vyepti eptinezumab,biosimilar,300 mg,Solution,True
02533979,IRON PREPARATIONS,Vyepti eptinezumab,biosimilar,10 mg,Solution,True
02533987,IRON PREPARATIONS,Qulipta atogepant,biosimilar,30 mg,Tablet,True
02533995,IRON PREPARATIONS,Qulipta atogepant,biosimilar,60 mg,Tablet,True
02230302,IRON PREPARATIONS,Opiate Agonists,biosimilar,50 mg,Tablet,True
02163748,IRON PREPARATIONS,Opiate Agonists,biosimilar,100 mg,Tablet,True
02163780,IRON PREPARATIONS,Codeine Contin codeine,biosimilar,150 mg,Tablet,True
02163799,IRON PREPARATIONS,Codeine Contin codeine,biosimilar,200 mg,Tablet,True
02231934,IRON PREPARATIONS,Codeine Contin codeine,biosimilar,5 mg,Tablet,True
02240131,IRON PREPARATIONS,Oxy-IR oxycodone HCl,biosimilar,10 mg,Tablet,True
02240132,IRON PREPARATIONS,Oxy-IR oxycodone HCl,biosimilar,20 mg,Tablet,True
02319977,IRON PREPARATIONS,Oxy-IR oxycodone HCl,biosimilar,5 mg,Tablet,True
02319985,IRON PREPARATIONS,pms-Oxycodone oxycondone HCl,biosimilar,10 mg,Tablet,True
02319993,IRON PREPARATIONS,pms-Oxycodone oxycondone HCl,biosimilar,20 mg,Tablet,True
00789739,IRON PREPARATIONS,pms-Oxycodone oxycondone HCl,biosimilar,5 mg,Tablet,True
00443948,IRON PREPARATIONS,Supeudol oxycodone HCl,biosimilar,10 mg,Tablet,True
02262983,IRON PREPARATIONS,Supeudol oxycodone HCl,biosimilar,20 mg,Tablet,True
02372525,IRON PREPARATIONS,Supeudol oxycodone HCl,biosimilar,10 mg,Tablet,True
02372533,IRON PREPARATIONS,Supeudol oxycodone HCl,biosimilar,15 mg,Tablet,True
02372797,IRON PREPARATIONS,Supeudol oxycodone HCl,biosimilar,20 mg,Tablet,True
02372541,IRON PREPARATIONS,OxyNeo oxycodone,biosimilar,30 mg,Tablet,True
02372568,IRON PREPARATIONS,Released Tablet,biosimilar,40 mg,Tablet,True
02372576,IRON PREPARATIONS,Released Tablet,biosimilar,60 mg,Tablet,True
02372584,IRON PREPARATIONS,Released Tablet,biosimilar,80 mg,Tablet,True
02420864,IRON PREPARATIONS,Released Tablet,biosimilar,300 mg,Tablet,True
02420872,IRON PREPARATIONS,Abilify Maintena aripiprazole Injection,biosimilar,400 mg,Tablet,True
02354217,IRON PREPARATIONS,Abilify Maintena aripiprazole Injection,biosimilar,50 mg,Tablet,True
02354225,IRON PREPARATIONS,Abilify Maintena aripiprazole Injection,biosimilar,75 mg,Tablet,True
02354233,IRON PREPARATIONS,Invega Sustenna paliperidone Injection,biosimilar,100 mg,Tablet,True
02354241,IRON PREPARATIONS,Invega Sustenna paliperidone Injection,biosimilar,150 mg,Tablet,True
02455943,IRON PREPARATIONS,Invega Sustenna paliperidone Injection,biosimilar,175 mg,Tablet,True
02455986,IRON PREPARATIONS,Invega Sustenna paliperidone Injection,biosimilar,263 mg,Tablet,True
02455994,IRON PREPARATIONS,Invega Trinza paliperidone Injection,biosimilar,350 mg,Tablet,True
02456001,IRON PREPARATIONS,Invega Trinza paliperidone Injection,biosimilar,525 mg,Tablet,True
02298465,IRON PREPARATIONS,Invega Trinza paliperidone Injection,biosimilar,12.5mg,Tablet,True
02255707,IRON PREPARATIONS,Invega Trinza paliperidone Injection,biosimilar,25 mg,Tablet,True
02255723,IRON PREPARATIONS,Risperdal Consta risperidone Injection,biosimilar,37.5 mg,Tablet,True
02255758,IRON PREPARATIONS,Risperdal Consta risperidone Injection,biosimilar,50 mg,Tablet,True
02295881,"ELECTROLYTIC, CALORIC AND WATER BALANCE",Jamp-Lactulose lactulose,biosimilar,667 mg,Solution,True
02412268,"ELECTROLYTIC, CALORIC AND WATER BALANCE",Lactulose lactulose,biosimilar,667 mg,Solution,True
02247383,"ELECTROLYTIC, CALORIC AND WATER BALANCE",Pharma-Lactulose lactulose,biosimilar,667 mg,Liquid,True
00703486,"ELECTROLYTIC, CALORIC AND WATER BALANCE",Pharma-Lactulose lactulose,biosimilar,667 mg,Liquid,True
02469391,"ELECTROLYTIC, CALORIC AND WATER BALANCE",Pharma-Lactulose lactulose,biosimilar,667 mg,Liquid,True
00854409,"ELECTROLYTIC, CALORIC AND WATER BALANCE",ratio-Lactulose lactulose,biosimilar,667 mg,Liquid,True
02410702,"ELECTROLYTIC, CALORIC AND WATER BALANCE",Zaxine rifaximin,biosimilar,550 mg,Tablet,True
02248151,"ELECTROLYTIC, CALORIC AND WATER BALANCE",Alphagan P brimonidine tartrate,biosimilar,0.15%,Tablet,True
02301334,"ELECTROLYTIC, CALORIC AND WATER BALANCE",Apo-Brimonidine P brimonidine tartrate,biosimilar,0.15%,Tablet,True
02484137,"ELECTROLYTIC, CALORIC AND WATER BALANCE",Verkazia cyclosporine,biosimilar,0.1%,Tablet,True
02470780,GASTROINTESTINAL DRUGS,Amoxicillin-,biosimilar,500 mg,Tablet,True
02256452,GASTROINTESTINAL DRUGS,Diarrhea Relief loperamide,biosimilar,2 mg,Tablet,True
02132591,GASTROINTESTINAL DRUGS,Teva-Loperamide loperamide,biosimilar,2 mg,Tablet,True
02228351,GASTROINTESTINAL DRUGS,pms-Loperamide loperamide,biosimilar,2 mg,Tablet,True
02229293,HORMONES AND SYNTHETIC SUBSTITUTES,Entocort budesonide,biosimilar,3 mg,Capsule,True
02391600,HORMONES AND SYNTHETIC SUBSTITUTES,Entocort budesonide,biosimilar,15 mg,Capsule,True
02339587,HORMONES AND SYNTHETIC SUBSTITUTES,ACH-Pioglitazone pioglitazone,biosimilar,30 mg,Tablet,True
02339595,HORMONES AND SYNTHETIC SUBSTITUTES,ACH-Pioglitazone pioglitazone,biosimilar,45 mg,Tablet,True
02302861,HORMONES AND SYNTHETIC SUBSTITUTES,ACH-Pioglitazone pioglitazone,biosimilar,15 mg,Tablet,True
02302888,HORMONES AND SYNTHETIC SUBSTITUTES,ACT Pioglitazone pioglitazone,biosimilar,30 mg,Tablet,True
02302896,HORMONES AND SYNTHETIC SUBSTITUTES,ACT Pioglitazone pioglitazone,biosimilar,45 mg,Tablet,True
02302942,HORMONES AND SYNTHETIC SUBSTITUTES,ACT Pioglitazone pioglitazone,biosimilar,15 mg,Tablet,True
02302950,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Pioglitazone pioglitazone,biosimilar,30 mg,Tablet,True
02302977,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Pioglitazone pioglitazone,biosimilar,45 mg,Tablet,True
02397307,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Pioglitazone pioglitazone,biosimilar,15 mg,Tablet,True
02365529,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp-Pioglitazone pioglitazone,biosimilar,30 mg,Tablet,True
02365537,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp-Pioglitazone pioglitazone,biosimilar,45 mg,Tablet,True
02326477,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp-Pioglitazone pioglitazone,biosimilar,15 mg,Tablet,True
02326485,HORMONES AND SYNTHETIC SUBSTITUTES,Mint-Pioglitazone pioglitazone,biosimilar,30 mg,Tablet,True
02326493,HORMONES AND SYNTHETIC SUBSTITUTES,Mint-Pioglitazone pioglitazone,biosimilar,45 mg,Tablet,True
02303124,HORMONES AND SYNTHETIC SUBSTITUTES,Mint-Pioglitazone pioglitazone,biosimilar,15 mg,Tablet,True
02303132,HORMONES AND SYNTHETIC SUBSTITUTES,pms-Pioglitazone pioglitazone,biosimilar,30 mg,Tablet,True
02303140,HORMONES AND SYNTHETIC SUBSTITUTES,pms-Pioglitazone pioglitazone,biosimilar,45 mg,Tablet,True
02269589,HORMONES AND SYNTHETIC SUBSTITUTES,pms-Pioglitazone pioglitazone,biosimilar,1 mg,Tablet,True
02269597,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Glimepiride glimepiride,biosimilar,2 mg,Tablet,True
02269619,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Glimepiride glimepiride,biosimilar,4 mg,Tablet,True
02321475,HORMONES AND SYNTHETIC SUBSTITUTES,G.I. intolerance.),biosimilar,0.5 mg,Tablet,True
02321483,HORMONES AND SYNTHETIC SUBSTITUTES,ACT Repaglinide repaglinide,biosimilar,1 mg,Tablet,True
02321491,HORMONES AND SYNTHETIC SUBSTITUTES,ACT Repaglinide repaglinide,biosimilar,2 mg,Tablet,True
02424258,HORMONES AND SYNTHETIC SUBSTITUTES,ACT Repaglinide repaglinide,biosimilar,0.5 mg,Tablet,True
02424266,HORMONES AND SYNTHETIC SUBSTITUTES,Auro-Repaglinide repaglinide,biosimilar,1 mg,Tablet,True
02424274,HORMONES AND SYNTHETIC SUBSTITUTES,Auro-Repaglinide repaglinide,biosimilar,2 mg,Tablet,True
02239926,HORMONES AND SYNTHETIC SUBSTITUTES,Gluconorm repaglinide,biosimilar,2 mg,Tablet,True
02354926,HORMONES AND SYNTHETIC SUBSTITUTES,Gluconorm repaglinide,biosimilar,0.5 mg,Tablet,True
02354934,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp-Repaglinide repaglinide,biosimilar,1 mg,Tablet,True
02354942,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp-Repaglinide repaglinide,biosimilar,2 mg,Tablet,True
02357453,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp-Repaglinide repaglinide,biosimilar,0.5 mg,Tablet,True
02357461,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Repaglinide repaglinide,biosimilar,1 mg,Tablet,True
02357488,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Repaglinide repaglinide,biosimilar,2 mg,Tablet,True
02425483,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Repaglinide repaglinide,biosimilar,100 mg,Tablet,True
02425491,HORMONES AND SYNTHETIC SUBSTITUTES,Invokana canagliflozin Tablet,biosimilar,300 mg,Tablet,True
02388839,HORMONES AND SYNTHETIC SUBSTITUTES,Invokana canagliflozin Tablet,biosimilar,25 mg,Tablet,True
02388847,HORMONES AND SYNTHETIC SUBSTITUTES,Januvia sitagliptin,biosimilar,50 mg,Tablet,True
02303922,HORMONES AND SYNTHETIC SUBSTITUTES,Januvia sitagliptin,biosimilar,100 mg,Tablet,True
02512475,HORMONES AND SYNTHETIC SUBSTITUTES,Januvia sitagliptin,biosimilar,25 mg,Tablet,True
02512483,HORMONES AND SYNTHETIC SUBSTITUTES,ACH-Sitagliptin sitagliptin,biosimilar,50 mg,Tablet,True
02512491,HORMONES AND SYNTHETIC SUBSTITUTES,ACH-Sitagliptin sitagliptin,biosimilar,100 mg,Tablet,True
02508656,HORMONES AND SYNTHETIC SUBSTITUTES,ACH-Sitagliptin sitagliptin,biosimilar,25 mg,Tablet,True
02508664,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Sitagliptin sitagliptin,biosimilar,50 mg,Tablet,True
02508672,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Sitagliptin sitagliptin,biosimilar,100 mg,Tablet,True
02529866,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Sitagliptin sitagliptin,biosimilar,25 mg,Tablet,True
02529874,HORMONES AND SYNTHETIC SUBSTITUTES,Auro-Sitagliptin sitagliptin,biosimilar,50 mg,Tablet,True
02529882,HORMONES AND SYNTHETIC SUBSTITUTES,Auro-Sitagliptin sitagliptin,biosimilar,100 mg,Tablet,True
02534134,HORMONES AND SYNTHETIC SUBSTITUTES,Auro-Sitagliptin sitagliptin,biosimilar,25 mg,Tablet,True
02534142,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp Sitagliptin sitagliptin,biosimilar,50 mg,Tablet,True
02534150,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp Sitagliptin sitagliptin,biosimilar,100 mg,Tablet,True
02503840,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp Sitagliptin sitagliptin,biosimilar,25 mg,Tablet,True
02503859,HORMONES AND SYNTHETIC SUBSTITUTES,pms-Sitagliptin sitagliptin,biosimilar,50 mg,Tablet,True
02503867,HORMONES AND SYNTHETIC SUBSTITUTES,pms-Sitagliptin sitagliptin,biosimilar,100 mg,Tablet,True
02558157,HORMONES AND SYNTHETIC SUBSTITUTES,pms-Sitagliptin sitagliptin,biosimilar,25 mg,Tablet,True
02558165,HORMONES AND SYNTHETIC SUBSTITUTES,NAT-Sitagliptin sitagliptin,biosimilar,50 mg,Tablet,True
02543400,HORMONES AND SYNTHETIC SUBSTITUTES,NAT-Sitagliptin sitagliptin,biosimilar,100 mg,Tablet,True
02504049,HORMONES AND SYNTHETIC SUBSTITUTES,NAT-Sitagliptin sitagliptin,biosimilar,25 mg,Tablet,True
02504057,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Sitagliptin sitagliptin,biosimilar,50 mg,Tablet,True
02504065,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Sitagliptin sitagliptin,biosimilar,100 mg,Tablet,True
02548550,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Sitagliptin sitagliptin,biosimilar,25 mg,Tablet,True
02548569,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin sitagliptin,biosimilar,50 mg,Tablet,True
02548577,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin sitagliptin,biosimilar,100 mg,Tablet,True
02529033,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin sitagliptin,biosimilar,25 mg,Tablet,True
02529041,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin sitagliptin,biosimilar,50 mg,Tablet,True
02529068,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin sitagliptin,biosimilar,100 mg,Tablet,True
02531631,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin sitagliptin,biosimilar,25 mg,Tablet,True
02531658,HORMONES AND SYNTHETIC SUBSTITUTES,sitagliptin,biosimilar,50 mg,Tablet,True
02531666,HORMONES AND SYNTHETIC SUBSTITUTES,Fumarate,biosimilar,100 mg,Tablet,True
02522705,HORMONES AND SYNTHETIC SUBSTITUTES,Fumarate,biosimilar,25 mg,Tablet,True
02522713,HORMONES AND SYNTHETIC SUBSTITUTES,sitagliptin,biosimilar,50 mg,Tablet,True
02522721,HORMONES AND SYNTHETIC SUBSTITUTES,Malate,biosimilar,100 mg,Tablet,True
02443937,HORMONES AND SYNTHETIC SUBSTITUTES,Malate,biosimilar,10 mg,Tablet,True
02443945,HORMONES AND SYNTHETIC SUBSTITUTES,Jardiance empagliflozin Tablet,biosimilar,25 mg,Tablet,True
02375842,HORMONES AND SYNTHETIC SUBSTITUTES,Jardiance empagliflozin Tablet,biosimilar,2.5 mg,Tablet,True
02333554,HORMONES AND SYNTHETIC SUBSTITUTES,Onglyza saxagliptin Tablet,biosimilar,5 mg,Tablet,True
02507471,HORMONES AND SYNTHETIC SUBSTITUTES,Onglyza saxagliptin Tablet,biosimilar,2.5 mg,Tablet,True
02507498,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Saxagliptin saxagliptin Tablet,biosimilar,5 mg,Tablet,True
02468603,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Saxagliptin saxagliptin Tablet,biosimilar,2.5 mg,Tablet,True
02468611,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Saxagliptin saxagliptin Tablet,biosimilar,5 mg,Tablet,True
02370921,HORMONES AND SYNTHETIC SUBSTITUTES,Trajenta linagliptin,biosimilar,5 mg,Tablet,True
02456575,HORMONES AND SYNTHETIC SUBSTITUTES,Jardiance empagliflozin Tablet,biosimilar,5/500 mg,Tablet,True
02456583,HORMONES AND SYNTHETIC SUBSTITUTES,Jardiance empagliflozin Tablet,biosimilar,5/850 mg,Tablet,True
02456591,HORMONES AND SYNTHETIC SUBSTITUTES,Jardiance empagliflozin Tablet,biosimilar,5/1000 mg,Tablet,True
02456605,HORMONES AND SYNTHETIC SUBSTITUTES,Synjardy empagliflozin/metformin Tablet,biosimilar,12.5/500 mg,Tablet,True
02456613,HORMONES AND SYNTHETIC SUBSTITUTES,Synjardy empagliflozin/metformin Tablet,biosimilar,12.5/850 mg,Tablet,True
02456621,HORMONES AND SYNTHETIC SUBSTITUTES,Synjardy empagliflozin/metformin Tablet,biosimilar,12.5/1000 mg,Tablet,True
02333856,HORMONES AND SYNTHETIC SUBSTITUTES,Synjardy empagliflozin/metformin Tablet,biosimilar,50/500 mg,Tablet,True
02333864,HORMONES AND SYNTHETIC SUBSTITUTES,Janumet,biosimilar,50/850 mg,Tablet,True
02333872,HORMONES AND SYNTHETIC SUBSTITUTES,Janumet,biosimilar,50/1000 mg,Tablet,True
02435772,HORMONES AND SYNTHETIC SUBSTITUTES,Janumet,biosimilar,50/500 mg,Tablet,True
02435780,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Sitagliptin/ sitagliptin/metformin,biosimilar,50/850 mg,Tablet,True
02435799,HORMONES AND SYNTHETIC SUBSTITUTES,Metformin hydrochloride,biosimilar,50/1000 mg,Tablet,True
02509415,HORMONES AND SYNTHETIC SUBSTITUTES,Metformin hydrochloride,biosimilar,50/500 mg,Tablet,True
02509423,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-Sitagliptin Malate/ sitagliptin/metformin,biosimilar,50/850 mg,Tablet,True
02509431,HORMONES AND SYNTHETIC SUBSTITUTES,Metformin hydrochloride,biosimilar,50/1000 mg,Tablet,True
02547805,HORMONES AND SYNTHETIC SUBSTITUTES,Auro-Sitagliptin,biosimilar,50/500 mg,Tablet,True
02547813,HORMONES AND SYNTHETIC SUBSTITUTES,Hydrochloride and sitagliptin/metformin,biosimilar,50/850 mg,Tablet,True
02547821,HORMONES AND SYNTHETIC SUBSTITUTES,Metformin hydrochloride,biosimilar,50/1000 mg,Tablet,True
02556189,HORMONES AND SYNTHETIC SUBSTITUTES,Jamp Sitagliptin,biosimilar,50/500 mg,Tablet,True
02556197,HORMONES AND SYNTHETIC SUBSTITUTES,Hydrochloride/,biosimilar,50/850 mg,Tablet,True
02556200,HORMONES AND SYNTHETIC SUBSTITUTES,Metformin,biosimilar,50/1000 mg,Tablet,True
02503956,HORMONES AND SYNTHETIC SUBSTITUTES,Metformin,biosimilar,50/500 mg,Tablet,True
02503964,HORMONES AND SYNTHETIC SUBSTITUTES,Sandoz Sitagliptin- sitagliptin/metformin,biosimilar,50/850 mg,Tablet,True
02503972,HORMONES AND SYNTHETIC SUBSTITUTES,Meformin hydrochloride,biosimilar,50/1000 mg,Tablet,True
02529157,HORMONES AND SYNTHETIC SUBSTITUTES,Meformin hydrochloride,biosimilar,50/500 mg,Tablet,True
02529165,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin-Meformin,biosimilar,50/850 mg,Tablet,True
02529173,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin-Meformin,biosimilar,50/1000 mg,Tablet,True
02520494,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin-Meformin,biosimilar,50/500 mg,Tablet,True
02520508,HORMONES AND SYNTHETIC SUBSTITUTES,Teva-Sitagliptin- sitagliptin/metformin,biosimilar,50/850 mg,Tablet,True
02520516,HORMONES AND SYNTHETIC SUBSTITUTES,Meformin hydrochloride,biosimilar,50/1000 mg,Tablet,True
02416794,HORMONES AND SYNTHETIC SUBSTITUTES,Janumet XR sitagliptin/metformin,biosimilar,50/1000 mg,Tablet,True
02506270,HORMONES AND SYNTHETIC SUBSTITUTES,Apo-,biosimilar,50/500 mg,Tablet,True
02506289,HORMONES AND SYNTHETIC SUBSTITUTES,Sitagliptin/Metformin sitagliptin/metformin,biosimilar,50/1000 mg,Tablet,True
02506297,HORMONES AND SYNTHETIC SUBSTITUTES,XR,biosimilar,100/1000 mg,Tablet,True
02529106,HORMONES AND SYNTHETIC SUBSTITUTES,XR,biosimilar,50/500 mg,Tablet,True
02529114,HORMONES AND SYNTHETIC SUBSTITUTES,sitagliptin/metformin,biosimilar,50/1000 mg,Tablet,True
02529122,HORMONES AND SYNTHETIC SUBSTITUTES,Meformin XR,biosimilar,100/1000 mg,Tablet,True
02403250,HORMONES AND SYNTHETIC SUBSTITUTES,Meformin XR,biosimilar,2.5/500 mg,Tablet,True
02403269,HORMONES AND SYNTHETIC SUBSTITUTES,Jentadueto linagliptin/metformin,biosimilar,2.5/850 mg,Tablet,True
02403277,HORMONES AND SYNTHETIC SUBSTITUTES,Jentadueto linagliptin/metformin,biosimilar,2.5/1000 mg,Tablet,True
02389169,HORMONES AND SYNTHETIC SUBSTITUTES,Jentadueto linagliptin/metformin,biosimilar,2.5/500 mg,Tablet,True
02389177,HORMONES AND SYNTHETIC SUBSTITUTES,Komboglyze saxagliptin/metformin,biosimilar,2.5/850 mg,Tablet,True
02389185,HORMONES AND SYNTHETIC SUBSTITUTES,Komboglyze saxagliptin/metformin,biosimilar,2.5/1000 mg,Tablet,True
02471469,HORMONES AND SYNTHETIC SUBSTITUTES,Komboglyze saxagliptin/metformin,biosimilar,1.34 mg,Tablet,True
02471477,HORMONES AND SYNTHETIC SUBSTITUTES,Ozempic semaglutide,biosimilar,1.34 mg,Injection,True
02540258,HORMONES AND SYNTHETIC SUBSTITUTES,Ozempic semaglutide,biosimilar,0.68mg,Injection,True
02478293,HORMONES AND SYNTHETIC SUBSTITUTES,Soliqua insulin glargine/lixisenatide,biosimilar,100 U,Injection,True
02251930,HORMONES AND SYNTHETIC SUBSTITUTES,Lantus insulin glargine,biosimilar,100 U,Injection,True
02245397,HORMONES AND SYNTHETIC SUBSTITUTES,NovoRapid insulin aspart,biosimilar,100 U,Injection,True
02244148,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Vial,biosimilar,0.1%,Injection,True
02244149,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Protopic tacrolimus Ointment,biosimilar,0.03%,Injection,True
02528363,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Protopic tacrolimus Ointment,biosimilar,50 mg,Injection,True
02528371,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Cibinqo abrocitinib,biosimilar,100 mg,Tablet,True
02528398,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Cibinqo abrocitinib,biosimilar,200 mg,Tablet,True
02470365,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Cibinqo abrocitinib,biosimilar,150 mg,Tablet,True
02492504,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Cibinqo abrocitinib,biosimilar,200 mg,Tablet,True
02510049,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Dupixent dupilumab Injection,biosimilar,150 mg,Tablet,True
02524252,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Dupixent dupilumab Injection,biosimilar,200 mg,Tablet,True
02495155,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Initiation Criteria,biosimilar,15 mg,Tablet,True
02520893,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Rinvoq upadacitinib Tablet,biosimilar,30 mg,Tablet,True
02260565,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Xolair omalizumab,biosimilar,150 mg,Powder,True
02459795,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Xolair omalizumab,biosimilar,150 mg,Injection,True
02553805,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Xolair omalizumab,biosimilar,75 mg,Injection,True
02553813,MISCELLANEOUS SKIN AND MUCOUS MEMBRANE AGENTS,Omlyclo omalizumab,biosimilar,150 mg,Syringe,True
02275066,SMOOTH MUSCLE RELAXANTS,Trosec trospium,biosimilar,20 mg,Tablet,True
02488353,SMOOTH MUSCLE RELAXANTS,Mar-Trospium trospium,biosimilar,20 mg,Tablet,True
02506661,SMOOTH MUSCLE RELAXANTS,JampTrospium trospium,biosimilar,20 mg,Tablet,True
02542420,MISCELLANEOUS THERAPEUTIC AGENTS,Amvuttra vutrisiran,biosimilar,25 mg,Tablet,True
02489252,MISCELLANEOUS THERAPEUTIC AGENTS,Onpattro patisiran,biosimilar,2 mg,Solution,True
02495732,MISCELLANEOUS THERAPEUTIC AGENTS,Vyndaqel tafamidis,formerly termed familial amyloid neuropathy,20 mg,Capsule,True
02517841,MISCELLANEOUS THERAPEUTIC AGENTS,Vyndamax tafamidis,formerly termed familial amyloid neuropathy,61 mg,Capsule,True
02298384,MISCELLANEOUS THERAPEUTIC AGENTS,Teva-Risedronate risedronate,formerly termed familial amyloid neuropathy,30 mg,Tablet,True
02489597,MISCELLANEOUS THERAPEUTIC AGENTS,Evenity romosozumab,formerly termed familial amyloid neuropathy,105 mg,syringe,True
02545411,MISCELLANEOUS THERAPEUTIC AGENTS,denosumab,formerly termed familial amyloid neuropathy,60mg,Injection,True
02269198,MISCELLANEOUS THERAPEUTIC AGENTS,Aclasta zoledronic acid,formerly termed familial amyloid neuropathy,5 mg,Injection,True
02415100,MISCELLANEOUS THERAPEUTIC AGENTS,Taro-Zoledronic Acid zoledronic acid,formerly termed familial amyloid neuropathy,5 mg,Injection,True
02422433,MISCELLANEOUS THERAPEUTIC AGENTS,Zoledronic Acid zoledronic acid,formerly termed familial amyloid neuropathy,5 mg,Injection,True
02237671,MISCELLANEOUS THERAPEUTIC AGENTS,Zoledronic Acid zoledronic acid,formerly termed familial amyloid neuropathy,10 mg,Injection,True
02150689,MISCELLANEOUS THERAPEUTIC AGENTS,Zoledronic Acid zoledronic acid,formerly termed familial amyloid neuropathy,25 mg,Injection,True
02150662,MISCELLANEOUS THERAPEUTIC AGENTS,Neoral cyclosporine Capsule,formerly termed familial amyloid neuropathy,50 mg,Injection,True
02150670,MISCELLANEOUS THERAPEUTIC AGENTS,Neoral cyclosporine Capsule,formerly termed familial amyloid neuropathy,100 mg,Injection,True
02150697,MISCELLANEOUS THERAPEUTIC AGENTS,Neoral cyclosporine,formerly termed familial amyloid neuropathy,100 mg,Solution,True
02247073,MISCELLANEOUS THERAPEUTIC AGENTS,Neoral cyclosporine,formerly termed familial amyloid neuropathy,25 mg,Solution,True
02247074,MISCELLANEOUS THERAPEUTIC AGENTS,Sandoz Cyclosporine cyclosporine,formerly termed familial amyloid neuropathy,50 mg,Capsule,True
02242821,MISCELLANEOUS THERAPEUTIC AGENTS,Sandoz Cyclosporine cyclosporine,formerly termed familial amyloid neuropathy,100 mg,Capsule,True
02436841,MISCELLANEOUS THERAPEUTIC AGENTS,Entyvio vedolizumab,formerly termed familial amyloid neuropathy,300 mg,Injection,True
02497875,MISCELLANEOUS THERAPEUTIC AGENTS,Entyvio vedolizumab,formerly termed familial amyloid neuropathy,108 mg,syringe,True
02497867,MISCELLANEOUS THERAPEUTIC AGENTS,Entyvio SC vedolizumab,formerly termed familial amyloid neuropathy,108 mg,syringe,True
02402475,MISCELLANEOUS THERAPEUTIC AGENTS,Ulcerative Colitis,e.g. azathioprine or 6 mercaptopurine,125 mg,syringe,True
02282097,MISCELLANEOUS THERAPEUTIC AGENTS,Orencia abatacept Injection,e.g. azathioprine or 6 mercaptopurine,250 mg,vial,True
02496933,MISCELLANEOUS THERAPEUTIC AGENTS,Avsola infliximab,e.g. azathioprine or 6 mercaptopurine,100 mg,vial,True
02523191,MISCELLANEOUS THERAPEUTIC AGENTS,Ixifi infliximab,e.g. azathioprine or 6 mercaptopurine,100 mg,vial,True
02419475,MISCELLANEOUS THERAPEUTIC AGENTS,infliximab,e.g. azathioprine or 6 mercaptopurine,100 mg,Injection,True
